Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Car Make
VG16827,US,MO,Missouri,462.6801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Personal L2,Hail,Branch,547.2,SUV,Medsize,Bentley
KJ48497,US,IA,Iowa,751.6786075,No,Basic,High School or Below,02/02/2011,Unemployed,F,0,Suburban,Single,106,7,39,0,6,Personal Auto,Personal L2,Collision,Agent,850.593038,SUV,Medsize,Porsche
NA27429,US,OK,Oklahoma,364.4833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Hail,Agent,432,Two-Door Car,Large,Aston Martin
AZ38648,US,KS,Kansas,1198.198481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Collision,Agent,257.248789,Two-Door Car,Medsize,Daewoo
SR53077,US,OK,Oklahoma,260.1810999,No,Basic,High School or Below,2/13/11,Employed,F,57231,Urban,Married,65,35,37,0,1,Personal Auto,Personal L3,Hail,Branch,305.117221,Four-Door Car,Medsize,Ford
UO12263,US,IA,Iowa,465.4954187,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Married,69,31,76,4,3,Corporate Auto,Corporate L1,Collision,Agent,331.2,Four-Door Car,Medsize,Ford
BC86800,US,MO,Missouri,357.9773094,No,Extended,Bachelor,1/24/11,Employed,F,84598,Suburban,Married,89,8,7,2,1,Personal Auto,Personal L3,Other,Call Center,639.267653,Two-Door Car,Small,Bentley
ZQ28996,US,OK,Oklahoma,538.8023812,No,Basic,College,01/01/2011,Employed,M,48895,Urban,Married,68,16,27,0,7,Corporate Auto,Corporate L1,Collision,Web,325.009146,Four-Door Car,Large,Daewoo
JI42730,US,NE,Nebraska,370.5291862,No,Extended,High School or Below,02/03/2011,Employed,M,84493,Suburban,Married,92,29,19,0,1,Personal Auto,Personal L3,Other,Agent,441.6,Four-Door Car,Small,Aston Martin
VF21170,US,MO,Missouri,861.3464001,No,Basic,Bachelor,1/19/11,Employed,F,37277,Urban,Married,109,24,27,1,9,Personal Auto,Personal L2,Collision,Agent,417.72438,SUV,Medsize,Ford
MP25903,US,IA,Iowa,270.3266928,No,Basic,High School or Below,01/09/2011,Unemployed,M,0,Suburban,Married,71,6,46,0,1,Personal Auto,Personal L3,Hail,Agent,497.392925,Two-Door Car,Small,Ford
YH24323,US,MO,Missouri,251.1697993,No,Basic,College,02/03/2011,Medical Leave,F,14906,Suburban,Married,66,31,0,0,1,Corporate Auto,Corporate L3,Hail,Branch,421.632668,Four-Door Car,Small,Ford
XB86235,US,NE,Nebraska,2418.624342,No,Basic,Doctor,02/08/2011,Disabled,M,14710,Suburban,Single,112,25,86,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,537.6,Sports Car,Medsize,Ford
WR53191,US,MO,Missouri,1512.021281,No,Extended,Bachelor,2/16/11,Employed,F,20656,Suburban,Single,130,15,5,0,2,Corporate Auto,Corporate L2,Collision,Web,706.114237,SUV,Medsize,Aston Martin
UM83813,US,IA,Iowa,1337.981103,No,Basic,Bachelor,02/06/2011,Unemployed,F,0,Suburban,Single,194,13,83,0,3,Personal Auto,Personal L1,Scratch/Dent,Web,1396.8,Luxury SUV,Small,Ford
JW45704,US,MO,Missouri,230.8692609,No,Basic,Bachelor,02/07/2011,Unemployed,M,0,Suburban,Married,64,33,98,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,431.768752,Four-Door Car,Medsize,Ford
PV26437,US,MO,Missouri,731.9575712,No,Basic,Bachelor,01/12/2011,Employed,F,57777,Urban,Married,61,21,11,1,2,Corporate Auto,Corporate L3,Collision,Agent,273.879927,Four-Door Car,Medsize,Porsche
AX39008,US,IA,Iowa,2611.336,No,Basic,Bachelor,01/02/2011,Employed,M,80409,Urban,Divorced,74,28,72,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,262.984836,Two-Door Car,Medsize,Aston Martin
DJ52170,US,MO,Missouri,563.9941974,Yes,Basic,High School or Below,01/10/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Special Auto,Special L3,Hail,Agent,425.800112,Four-Door Car,Medsize,Porsche
RM34371,US,OK,Oklahoma,471.5285559,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,64,28,43,0,7,Personal Auto,Personal L2,Scratch/Dent,Branch,345.345026,Two-Door Car,Medsize,Ford
TZ65661,US,MO,Missouri,274.2797845,No,Basic,College,1/15/11,Employed,F,32437,Suburban,Married,69,25,96,0,1,Corporate Auto,Corporate L1,Other,Branch,331.2,Two-Door Car,Small,Aston Martin
YD74214,US,MO,Missouri,380.8122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,3,38,0,1,Personal Auto,Personal L2,Hail,Agent,451.2,Two-Door Car,Small,Porsche
AR99766,US,OK,Oklahoma,469.2048347,No,Basic,Bachelor,1/20/11,Employed,F,82534,Rural,Single,118,15,56,0,1,Personal Auto,Personal L3,Collision,Agent,4.23752,SUV,Medsize,Bentley
ZA30025,US,NE,Nebraska,405.5399126,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Suburban,Single,121,2,18,0,1,Personal Auto,Personal L1,Collision,Call Center,1215.970113,SUV,Medsize,Land Rover
IE85867,US,NE,Nebraska,4178.790343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Collision,Call Center,571.2,Four-Door Car,Medsize,Aston Martin
XK52242,US,MO,Missouri,980.033636,No,Extended,Bachelor,1/31/11,Employed,M,32245,Rural,Married,124,4,58,0,8,Personal Auto,Personal L2,Hail,Agent,257.502471,SUV,Medsize,Porsche
RP12388,US,NE,Nebraska,1237.956803,No,Basic,Bachelor,1/15/11,Employed,M,39886,Urban,Married,64,34,59,1,2,Personal Auto,Personal L3,Scratch/Dent,Web,290.359207,Two-Door Car,Medsize,Land Rover
TP30316,US,MO,Missouri,970.530895,No,Basic,College,02/08/2011,Employed,M,79157,Rural,Married,61,25,45,0,2,Corporate Auto,Corporate L1,Hail,Agent,117.781906,Two-Door Car,Small,Porsche
RS60249,US,IA,Iowa,425.3283113,No,Basic,Bachelor,01/10/2011,Unemployed,M,0,Suburban,Single,62,13,8,0,5,Personal Auto,Personal L2,Collision,Branch,446.4,Two-Door Car,Medsize,Porsche
AL50693,US,IA,Iowa,356.7503755,Yes,Basic,Bachelor,01/07/2011,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Hail,Agent,660.430456,SUV,Medsize,Land Rover
SH36838,US,NE,Nebraska,515.391989,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,74,22,50,0,3,Personal Auto,Personal L3,Collision,Branch,532.8,Four-Door Car,Medsize,Aston Martin
CV44550,US,NE,Nebraska,755.9206998,No,Premium,College,1/18/11,Unemployed,M,0,Suburban,Single,119,33,58,1,3,Corporate Auto,Corporate L3,Collision,Call Center,964.51598,Four-Door Car,Small,Porsche
YO23637,US,KS,Kansas,419.4906755,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,64,0,60,3,4,Special Auto,Special L3,Collision,Branch,759.285255,Two-Door Car,Medsize,Porsche
AJ32539,US,IA,Iowa,282.9312319,No,Basic,Bachelor,2/27/11,Employed,M,25860,Suburban,Married,72,12,46,0,1,Personal Auto,Personal L3,Hail,Web,345.6,Four-Door Car,Medsize,Porsche
VQ48245,US,KS,Kansas,322.1788294,No,Extended,Master,2/28/11,Employed,F,77882,Suburban,Married,79,17,36,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,379.2,Four-Door Car,Small,Porsche
ID15010,US,IA,Iowa,1097.206778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Hail,Agent,657.6,Sports Car,Medsize,Porsche
RH28799,US,NE,Nebraska,243.0959055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,70,29,30,0,1,Personal Auto,Personal L3,Hail,Call Center,341.329847,Four-Door Car,Medsize,Ford
WC72942,US,IA,Iowa,379.0190029,No,Extended,High School or Below,02/08/2011,Employed,M,66169,Rural,Married,96,35,30,1,1,Personal Auto,Personal L2,Other,Web,156.429591,Two-Door Car,Small,Bentley
HT92952,US,MO,Missouri,883.8085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24,10,3,9,Corporate Auto,Corporate L3,Hail,Agent,133.425609,SUV,Medsize,Land Rover
LR82110,US,OK,Oklahoma,2010.165141,No,Basic,Doctor,1/27/11,Medical Leave,F,23638,Suburban,Married,102,32,62,0,2,Personal Auto,Personal L2,Scratch/Dent,Web,489.6,SUV,Medsize,Ford
JE19783,US,NE,Nebraska,638.821126,No,Extended,Bachelor,01/06/2011,Employed,M,26436,Suburban,Divorced,83,0,10,0,5,Personal Auto,Personal L3,Hail,Branch,398.4,Two-Door Car,Small,Ford
MX97096,US,OK,Oklahoma,265.6522604,No,Extended,College,2/18/11,Unemployed,F,0,Suburban,Single,78,23,93,1,1,Personal Auto,Personal L2,Collision,Branch,374.4,Four-Door Car,Medsize,Ford
TD51026,US,NE,Nebraska,771.460093,No,Basic,Bachelor,2/25/11,Medical Leave,M,13154,Suburban,Married,102,0,42,0,4,Personal Auto,Personal L2,Collision,Branch,489.6,SUV,Medsize,Ford
SD75391,US,MO,Missouri,270.4537211,No,Basic,Master,1/24/11,Retired,F,24173,Urban,Married,70,16,96,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,181.468292,Four-Door Car,Medsize,Porsche
CN29830,US,MO,Missouri,249.5464753,No,Basic,High School or Below,1/27/11,Employed,M,26689,Suburban,Married,64,34,23,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,424.711758,Four-Door Car,Medsize,Land Rover
RV52244,US,NE,Nebraska,249.835063,No,Basic,Bachelor,2/20/11,Employed,F,31357,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Hail,Branch,2.016239,Four-Door Car,Medsize,Daewoo
WA59097,US,IA,Iowa,561.4587986,No,Basic,College,02/04/2011,Employed,F,40417,Rural,Married,71,34,4,1,8,Personal Auto,Personal L3,Scratch/Dent,Agent,130.303439,Four-Door Car,Large,Land Rover
TV23956,US,KS,Kansas,208.9337182,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,63,30,6,1,1,Personal Auto,Personal L2,Collision,Agent,453.6,Four-Door Car,Small,Land Rover
XQ81794,US,NE,Nebraska,513.7349322,No,Basic,High School or Below,2/25/11,Employed,M,93872,Urban,Married,64,23,6,0,6,Personal Auto,Personal L3,Other,Web,206.495442,Four-Door Car,Medsize,Bentley
BB21794,US,IA,Iowa,539.4913017,No,Basic,Bachelor,02/07/2011,Employed,F,29853,Rural,Single,69,8,36,0,6,Personal Auto,Personal L2,Collision,Agent,76.586018,Four-Door Car,Medsize,Ford
HC63693,US,NE,Nebraska,734.1741414,No,Extended,College,2/27/11,Employed,F,88049,Suburban,Single,92,5,38,0,8,Corporate Auto,Corporate L1,Collision,Branch,567.065802,Two-Door Car,Medsize,Daewoo
KJ55021,US,KS,Kansas,479.1081559,No,Basic,College,1/21/11,Disabled,F,29111,Suburban,Married,63,3,65,0,5,Personal Auto,Personal L2,Collision,Branch,302.4,Four-Door Car,Medsize,Porsche
HX45529,US,IA,Iowa,2516.918817,No,Extended,Master,02/04/2011,Employed,M,37282,Urban,Married,79,1,49,0,2,Personal Auto,Personal L3,Hail,Branch,222.508607,Four-Door Car,Small,Ford
XY78443,US,NE,Nebraska,214.7656911,No,Basic,College,02/12/2011,Unemployed,F,0,Suburban,Single,62,32,45,0,1,Personal Auto,Personal L3,Other,Agent,297.6,Two-Door Car,Medsize,Daewoo
KQ38375,US,MO,Missouri,990.2392683,No,Extended,Bachelor,02/10/2011,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal Auto,Personal L2,Collision,Call Center,945.169882,SUV,Medsize,Daewoo
HC66205,US,KS,Kansas,315.7742637,No,Extended,High School or Below,1/25/11,Employed,M,58248,Rural,Married,80,17,1,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Branch,134.371323,Four-Door Car,Large,Daewoo
KF62288,US,IA,Iowa,626.9136365,No,Extended,High School or Below,1/22/11,Unemployed,F,0,Suburban,Single,89,25,39,1,7,Special Auto,Special L2,Collision,Call Center,942.277602,Two-Door Car,Large,Porsche
YE46109,US,NE,Nebraska,1083.950749,No,Extended,College,01/09/2011,Medical Leave,F,26367,Rural,Married,139,7,26,0,3,Personal Auto,Personal L2,Collision,Branch,105.991559,SUV,Small,Land Rover
TT30338,US,NE,Nebraska,767.5871354,No,Basic,Master,02/10/2011,Employed,F,89586,Suburban,Married,63,28,40,1,2,Personal Auto,Personal L3,Other,Call Center,302.4,Four-Door Car,Medsize,Daewoo
MC22692,US,KS,Kansas,703.5974353,No,Extended,High School or Below,1/19/11,Employed,F,86642,Urban,Married,87,14,12,0,9,Personal Auto,Personal L2,Collision,Branch,234.057985,Two-Door Car,Small,Land Rover
FW17421,US,KS,Kansas,357.6705025,No,Extended,High School or Below,1/19/11,Employed,F,24959,Suburban,Married,89,19,13,0,1,Corporate Auto,Corporate L3,Hail,Call Center,640.8,Four-Door Car,Large,Ford
KE83023,US,IA,Iowa,1084.574473,No,Extended,Bachelor,02/11/2011,Employed,M,27279,Suburban,Married,137,30,77,0,5,Personal Auto,Personal L1,Collision,Branch,770.227699,SUV,Medsize,Porsche
HT96569,US,IA,Iowa,265.699458,No,Basic,Bachelor,2/23/11,Employed,M,57117,Suburban,Married,67,6,29,0,1,Personal Auto,Personal L3,Other,Branch,321.6,Four-Door Car,Small,Porsche
GO27855,US,IA,Iowa,688.3665071,No,Extended,College,1/23/11,Employed,F,64600,Rural,Married,86,22,30,0,3,Personal Auto,Personal L3,Hail,Web,168.28738,Four-Door Car,Small,Bentley
UX71974,US,MO,Missouri,2031.444095,No,Basic,College,01/04/2011,Employed,M,42218,Rural,Divorced,180,15,38,3,2,Personal Auto,Personal L3,Collision,Call Center,212.130344,Luxury Car,Small,Aston Martin
QT97406,US,NE,Nebraska,2012.056053,No,Extended,Bachelor,01/11/2011,Employed,M,32869,Rural,Married,85,4,49,0,2,Corporate Auto,Corporate L2,Collision,Web,117.467331,Two-Door Car,Large,Daewoo
QQ37605,US,KS,Kansas,254.7370551,No,Basic,Master,02/01/2011,Employed,F,26047,Urban,Married,64,19,39,1,1,Personal Auto,Personal L2,Hail,Branch,187.903224,Four-Door Car,Medsize,Porsche
BL79888,US,IA,Iowa,3461.137896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L2,Hail,Agent,523.2,Sports Car,Medsize,Porsche
WF91295,US,IA,Iowa,425.4620669,Yes,Basic,High School or Below,02/03/2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L2,Collision,Web,292.8,Two-Door Car,Small,Daewoo
NQ92014,US,MO,Missouri,365.918314,No,Basic,High School or Below,02/11/2011,Unemployed,F,0,Suburban,Single,106,34,39,0,1,Personal Auto,Personal L2,Hail,Web,763.2,SUV,Medsize,Ford
RP33869,US,KS,Kansas,257.7514741,No,Basic,Bachelor,2/19/11,Employed,F,49467,Suburban,Divorced,65,1,96,0,1,Personal Auto,Personal L3,Collision,Call Center,413.695258,Two-Door Car,Small,Land Rover
TS31001,US,IA,Iowa,2624.385811,No,Basic,Bachelor,02/02/2011,Employed,M,55705,Rural,Divorced,113,8,58,0,2,Personal Auto,Personal L3,Hail,Branch,149.90747,SUV,Medsize,Ford
NE58217,US,IA,Iowa,2706.446339,No,Premium,Bachelor,2/19/11,Employed,F,83560,Rural,Married,113,5,76,1,2,Corporate Auto,Corporate L2,Collision,Agent,276.048405,Four-Door Car,Large,Aston Martin
BV57364,US,NE,Nebraska,809.287696,Yes,Basic,College,02/05/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Collision,Agent,369.614729,SUV,Medsize,Bentley
FS84707,US,OK,Oklahoma,269.1217074,No,Basic,Doctor,01/03/2011,Employed,F,82108,Rural,Divorced,67,17,63,0,1,Personal Auto,Personal L2,Other,Web,52.804096,Four-Door Car,Small,Aston Martin
AN80983,US,IA,Iowa,521.8343293,No,Basic,College,1/23/11,Employed,M,85721,Suburban,Married,65,12,45,0,5,Corporate Auto,Corporate L2,Other,Web,312,Four-Door Car,Medsize,Bentley
UU84036,US,MO,Missouri,826.7848845,No,Basic,High School or Below,01/01/2011,Employed,M,59597,Urban,Married,69,6,59,0,2,Special Auto,Special L2,Collision,Agent,222.791933,Two-Door Car,Medsize,Ford
XQ51968,US,MO,Missouri,556.8947534,Yes,Extended,High School or Below,01/01/2011,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Collision,Agent,407.440238,Two-Door Car,Medsize,Aston Martin
CY59740,US,MO,Missouri,259.4809242,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Married,73,8,34,0,1,Corporate Auto,Corporate L2,Hail,Branch,350.4,Four-Door Car,Small,Land Rover
XT58648,US,NE,Nebraska,864.6504109,Yes,Basic,High School or Below,01/02/2011,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L2,Hail,Branch,369.818708,SUV,Large,Bentley
WZ63975,US,MO,Missouri,242.3755534,No,Basic,High School or Below,02/04/2011,Medical Leave,F,22319,Suburban,Married,63,3,41,1,1,Personal Auto,Personal L3,Collision,Agent,302.4,Two-Door Car,Small,Ford
RQ72272,US,NE,Nebraska,281.42088,No,Basic,College,02/11/2011,Employed,M,94304,Urban,Divorced,71,31,41,0,1,Personal Auto,Personal L2,Hail,Call Center,182.815897,Two-Door Car,Medsize,Porsche
FR34560,US,IA,Iowa,250.6263939,No,Basic,Master,2/23/11,Medical Leave,F,17193,Suburban,Divorced,66,4,3,0,1,Corporate Auto,Corporate L3,Collision,Web,316.8,Four-Door Car,Medsize,Ford
EF99768,US,MO,Missouri,442.4579094,No,Basic,High School or Below,2/20/11,Employed,F,37800,Suburban,Divorced,112,0,77,0,1,Corporate Auto,Corporate L1,Hail,Call Center,662.715218,SUV,Large,Land Rover
LW50691,US,OK,Oklahoma,955.5169159,No,Premium,College,01/02/2011,Employed,F,96269,Rural,Divorced,118,2,52,0,8,Personal Auto,Personal L2,Hail,Web,58.776508,Four-Door Car,Medsize,Bentley
EP34249,US,IA,Iowa,1386.992705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Corporate Auto,Corporate L1,Hail,Branch,612.300581,SUV,Small,Bentley
DQ54144,US,NE,Nebraska,884.177038,No,Basic,High School or Below,01/12/2011,Unemployed,F,0,Suburban,Married,118,12,45,0,3,Personal Auto,Personal L2,Collision,Agent,566.4,SUV,Small,Land Rover
SE62920,US,MO,Missouri,883.6030712,No,Basic,Bachelor,1/30/11,Employed,M,63909,Rural,Married,112,24,50,0,8,Personal Auto,Personal L3,Hail,Branch,206.911942,SUV,Medsize,Land Rover
PL54420,US,NE,Nebraska,3347.334946,Yes,Basic,Bachelor,01/11/2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Collision,Web,508.8,SUV,Medsize,Porsche
QG22665,US,NE,Nebraska,500.061936,No,Basic,College,2/14/11,Employed,M,43723,Suburban,Married,66,31,61,3,7,Personal Auto,Personal L3,Hail,Agent,316.8,Four-Door Car,Small,Daewoo
LJ59940,US,OK,Oklahoma,1646.822079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L3,Hail,Agent,685.12694,Four-Door Car,Medsize,Porsche
AV17528,US,OK,Oklahoma,923.319066,No,Basic,High School or Below,02/03/2011,Employed,F,42600,Suburban,Married,115,10,78,0,3,Personal Auto,Personal L2,Hail,Branch,660.136987,Sports Car,Medsize,Land Rover
ZU88796,US,NE,Nebraska,244.8811216,No,Basic,Bachelor,1/21/11,Employed,F,87802,Urban,Married,63,2,43,5,1,Personal Auto,Personal L2,Hail,Agent,173.899238,Four-Door Car,Small,Aston Martin
SD96596,US,KS,Kansas,1854.430271,No,Extended,High School or Below,01/05/2011,Employed,F,34087,Urban,Single,235,12,49,0,6,Personal Auto,Personal L2,Collision,Branch,889.518521,Luxury SUV,Medsize,Porsche
LT98784,US,IA,Iowa,522.9986897,No,Basic,Master,2/14/11,Medical Leave,M,18129,Suburban,Single,69,21,56,0,5,Personal Auto,Personal L3,Collision,Agent,364.695093,Four-Door Car,Medsize,Aston Martin
OQ45659,US,NE,Nebraska,4174.500646,No,Premium,College,01/01/2011,Employed,F,45431,Suburban,Married,116,23,81,0,2,Personal Auto,Personal L3,Hail,Branch,556.8,Four-Door Car,Medsize,Land Rover
ZS66375,US,MO,Missouri,753.1033623,No,Basic,Bachelor,01/03/2011,Unemployed,F,0,Suburban,Single,71,10,44,0,2,Personal Auto,Personal L3,Collision,Agent,511.2,Four-Door Car,Medsize,Porsche
EJ67407,US,NE,Nebraska,802.4508444,No,Premium,High School or Below,02/07/2011,Employed,M,95191,Urban,Divorced,101,6,15,0,3,Corporate Auto,Corporate L2,Hail,Agent,316.111035,Four-Door Car,Medsize,Porsche
JD19036,US,NE,Nebraska,1626.116768,No,Extended,Master,2/18/11,Employed,F,41671,Urban,Single,136,15,30,0,2,Personal Auto,Personal L1,Collision,Agent,570.388228,SUV,Medsize,Daewoo
YO11701,US,IA,Iowa,802.2686194,No,Basic,High School or Below,02/07/2011,Employed,M,53231,Suburban,Married,101,23,26,0,3,Personal Auto,Personal L3,Other,Call Center,484.8,SUV,Small,Aston Martin
KO73340,US,IA,Iowa,264.0316068,No,Basic,College,01/02/2011,Employed,M,77299,Rural,Married,66,11,71,0,1,Personal Auto,Personal L1,Hail,Branch,151.872106,Four-Door Car,Medsize,Ford
BV53716,US,IA,Iowa,526.6420543,No,Basic,High School or Below,02/12/2011,Employed,F,93348,Rural,Married,65,23,50,0,8,Personal Auto,Personal L3,Hail,Call Center,108.567965,Four-Door Car,Medsize,Land Rover
CV95479,US,MO,Missouri,336.2670123,No,Premium,Bachelor,2/15/11,Unemployed,M,0,Suburban,Single,107,9,96,2,1,Personal Auto,Personal L2,Collision,Agent,770.4,Four-Door Car,Small,Bentley
OZ97304,US,NE,Nebraska,263.0009217,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,78,14,23,1,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,374.4,Four-Door Car,Medsize,Land Rover
RE63028,US,OK,Oklahoma,648.6111674,No,Extended,High School or Below,2/15/11,Employed,F,87210,Urban,Single,81,3,26,0,9,Personal Auto,Personal L2,Scratch/Dent,Call Center,353.592003,Four-Door Car,Medsize,Daewoo
LN37854,US,NE,Nebraska,1839.982784,No,Basic,College,2/22/11,Unemployed,F,0,Suburban,Single,73,33,8,0,2,Personal Auto,Personal L1,Hail,Call Center,525.6,Four-Door Car,Small,Ford
MU76701,US,KS,Kansas,392.1018919,No,Extended,College,1/20/11,Employed,F,62445,Suburban,Married,98,19,12,1,1,Personal Auto,Personal L2,Hail,Call Center,681.167228,Four-Door Car,Small,Daewoo
VI66513,US,MO,Missouri,968.8334578,No,Extended,High School or Below,01/03/2011,Employed,M,20009,Suburban,Single,87,31,86,1,2,Corporate Auto,Corporate L3,Hail,Branch,987.122788,Four-Door Car,Small,Bentley
EB30823,US,MO,Missouri,1966.886758,No,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,67,20,55,1,2,Personal Auto,Personal L2,Collision,Call Center,482.4,Four-Door Car,Medsize,Porsche
DQ19343,US,MO,Missouri,558.3068307,No,Basic,High School or Below,2/22/11,Employed,F,57925,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Collision,Agent,204.620759,Two-Door Car,Medsize,Daewoo
SB61617,US,MO,Missouri,893.503414,No,Basic,Master,1/30/11,Employed,M,39910,Suburban,Single,112,16,4,0,5,Personal Auto,Personal L2,Collision,Call Center,561.499579,SUV,Medsize,Ford
DY92795,US,IA,Iowa,322.6850118,No,Extended,Bachelor,01/01/2011,Employed,F,83252,Suburban,Married,80,4,98,0,1,Personal Auto,Personal L1,Hail,Call Center,384,Four-Door Car,Medsize,Land Rover
WZ92405,US,OK,Oklahoma,749.2162376,No,Basic,College,01/09/2011,Employed,F,31723,Urban,Married,62,23,53,0,2,Personal Auto,Personal L1,Hail,Branch,242.628654,Two-Door Car,Medsize,Porsche
WL21375,US,NE,Nebraska,789.0597705,No,Premium,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,112,15,29,3,7,Personal Auto,Personal L3,Collision,Call Center,747.658769,Four-Door Car,Medsize,Ford
KL83882,US,OK,Oklahoma,663.9328932,No,Extended,Bachelor,2/15/11,Employed,F,72661,Suburban,Married,83,17,21,1,4,Personal Auto,Personal L3,Collision,Branch,398.4,Four-Door Car,Small,Bentley
ET87938,US,IA,Iowa,432.8864771,No,Basic,College,1/17/11,Retired,M,24711,Suburban,Divorced,62,15,11,0,6,Personal Auto,Personal L3,Collision,Call Center,362.989533,Two-Door Car,Small,Bentley
EQ87425,US,MO,Missouri,691.9016085,No,Basic,High School or Below,1/16/11,Unemployed,F,0,Rural,Single,69,5,85,1,2,Corporate Auto,Corporate L3,Collision,Branch,40.401396,Four-Door Car,Medsize,Porsche
UM17151,US,MO,Missouri,189.8007675,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Single,67,15,91,3,1,Personal Auto,Personal L2,Collision,Agent,413.606733,Two-Door Car,Medsize,Aston Martin
MS11057,US,IA,Iowa,958.7586583,No,Premium,Bachelor,1/31/11,Employed,M,84539,Rural,Married,119,10,71,0,4,Personal Auto,Personal L3,Collision,Call Center,65.428481,Four-Door Car,Medsize,Ford
UU99893,US,NE,Nebraska,768.9700105,No,Extended,Master,02/04/2011,Employed,F,42677,Suburban,Divorced,96,5,20,0,3,Personal Auto,Personal L3,Collision,Branch,1084.95655,Four-Door Car,Small,Aston Martin
FE93665,US,IA,Iowa,789.7015071,No,Basic,High School or Below,1/30/11,Unemployed,F,0,Suburban,Single,72,8,54,0,2,Personal Auto,Personal L2,Collision,Agent,518.4,Two-Door Car,Medsize,Daewoo
AN53225,US,KS,Kansas,2467.265531,No,Extended,High School or Below,1/15/11,Unemployed,M,0,Suburban,Single,76,8,77,0,2,Personal Auto,Personal L1,Collision,Agent,364.8,Two-Door Car,Medsize,Porsche
RL12319,US,IA,Iowa,748.4383041,No,Basic,High School or Below,1/15/11,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Collision,Agent,892.8,Luxury Car,Medsize,Aston Martin
AR25213,US,NE,Nebraska,728.2967586,No,Basic,High School or Below,1/31/11,Employed,M,40858,Suburban,Married,184,10,62,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,883.2,Luxury SUV,Large,Bentley
JL15127,US,OK,Oklahoma,981.6528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Collision,Branch,128.969729,Four-Door Car,Medsize,Daewoo
SD42668,US,KS,Kansas,529.5625697,No,Basic,Bachelor,01/06/2011,Unemployed,M,0,Suburban,Single,74,19,71,0,3,Personal Auto,Personal L1,Scratch/Dent,Agent,532.8,Four-Door Car,Medsize,Land Rover
